x,y,L
0.7040816326530612,0.07738962932111615,0.75
0.7193877551020408,0.05182736359850082,0.75
0.7346938775510203,0.026030820491462103,0.75
0.75,0.0,0.75
0.0,1.0,1.0
0.02040816326530612,0.9895876718034152,1.0
0.04081632653061224,0.978758850478967,1.0
0.061224489795918366,0.9675135360266556,1.0
0.08163265306122448,0.9558517284464806,1.0
0.1020408163265306,0.9437734277384423,1.0
0.12244897959183673,0.9312786339025406,1.0
0.14285714285714285,0.9183673469387755,1.0
0.16326530612244897,0.905039566847147,1.0
0.18367346938775508,0.8912952936276551,1.0
0.2040816326530612,0.8771345272803,1.0
0.22448979591836732,0.8625572678050812,1.0
0.24489795918367346,0.8475635152019991,1.0
0.26530612244897955,0.8321532694710537,1.0
0.2857142857142857,0.8163265306122449,1.0
0.3061224489795918,0.8000832986255727,1.0
0.32653061224489793,0.7834235735110371,1.0
0.3469387755102041,0.7663473552686381,1.0
0.36734693877551017,0.7488546438983756,1.0
0.3877551020408163,0.7309454394002499,1.0
0.4081632653061224,0.7126197417742608,1.0
0.42857142857142855,0.6938775510204082,1.0
0.44897959183673464,0.6747188671386922,1.0
0.4693877551020408,0.655143690129113,1.0
0.4897959183673469,0.6351520199916701,1.0
0.5102040816326531,0.6147438567263641,1.0
0.5306122448979591,0.5939192003331946,1.0
0.5510204081632653,0.5726780508121616,1.0
0.5714285714285714,0.5510204081632654,1.0
0.5918367346938775,0.5289462723865057,1.0
0.6122448979591836,0.5064556434818828,1.0
0.6326530612244897,0.4835485214493961,1.0
0.6530612244897959,0.46022490628904633,1.0
0.673469387755102,0.43648479800083295,1.0
0.6938775510204082,0.4123281965847564,1.0
0.7142857142857142,0.3877551020408164,1.0
0.7346938775510203,0.36276551436901305,1.0
0.7551020408163265,0.33735943356934617,1.0
0.7755102040816326,0.311536859641816,1.0
0.7959183673469387,0.2852977925864225,1.0
0.8163265306122448,0.2586422324031654,1.0
0.836734693877551,0.23157017909204514,1.0
0.8571428571428571,0.20408163265306123,1.0
0.8775510204081632,0.17617659308621414,1.0
0.8979591836734693,0.14785506039150365,1.0
0.9183673469387754,0.11911703456892975,1.0
0.9387755102040816,0.08996251561849244,1.0
0.9591836734693877,0.06039150354019163,1.0
0.9795918367346939,0.030403998334027516,1.0
1.0,0.0,1.0
0.0,1.0,1.5
0.030612244897959183,1.002082465639317,1.5
0.061224489795918366,1.0032278217409414,1.5
0.09183673469387754,1.0034360683048729,1.5
0.12244897959183673,1.0027072053311121,1.5
0.15306122448979592,1.0010412328196585,1.5
0.18367346938775508,0.9984381507705123,1.5
0.21428571428571427,0.9948979591836735,1.5
0.24489795918367346,0.990420658059142,1.5
0.2755102040816326,0.985006247396918,1.5
0.30612244897959184,0.9786547271970012,1.5
0.336734693877551,0.971366097459392,1.5
0.36734693877551017,0.9631403581840899,1.5
0.3979591836734694,0.9539775093710954,1.5
0.42857142857142855,0.9438775510204082,1.5
0.45918367346938777,0.9328404831320284,1.5
0.4897959183673469,0.9208663057059558,1.5
0.5204081632653061,0.9079550187421908,1.5
0.5510204081632653,0.8941066222407331,1.5
0.5816326530612245,0.8793211162015827,1.5
0.6122448979591837,0.8635985006247398,1.5
0.6428571428571428,0.8469387755102041,1.5
0.673469387755102,0.8293419408579759,1.5
0.7040816326530612,0.810807996668055,1.5
0.7346938775510203,0.7913369429404415,1.5
0.7653061224489796,0.7709287796751354,1.5
0.7959183673469388,0.7495835068721366,1.5
0.826530612244898,0.7273011245314452,1.5
0.8571428571428571,0.7040816326530612,1.5
0.8877551020408163,0.6799250312369847,1.5
0.9183673469387755,0.6548313202832153,1.5
0.9489795918367346,0.6288004997917536,1.5
0.9795918367346939,0.601832569762599,1.5
1.010204081632653,0.5739275301957518,1.5
1.0408163265306123,0.545085381091212,1.5
1.0714285714285714,0.5153061224489797,1.5
1.1020408163265305,0.4845897542690547,1.5
1.1326530612244898,0.45293627655143687,1.5
1.163265306122449,0.4203456892961267,1.5
1.193877551020408,0.3868179925031239,1.5
1.2244897959183674,0.35235318617242817,1.5
1.2551020408163265,0.31695127030404013,1.5
1.2857142857142856,0.28061224489795933,1.5
1.316326530612245,0.24333610995418575,1.5
1.346938775510204,0.20512286547271985,1.5
1.3775510204081631,0.1659725114535613,1.5
1.4081632653061225,0.12588504789670973,1.5
1.4387755102040816,0.08486047480216596,1.5
1.4693877551020407,0.04289879216992942,1.5
1.5,0.0,1.5
0.0,1.0,2.0
0.04081632653061224,1.0195751770095793,2.0
0.08163265306122448,1.037484381507705,2.0
0.12244897959183673,1.0537276134943774,2.0
0.16326530612244897,1.068304872969596,2.0
0.2040816326530612,1.0812161599333612,2.0
0.24489795918367346,1.0924614743856726,2.0
0.2857142857142857,1.1020408163265307,2.0
0.32653061224489793,1.109954185755935,2.0
0.36734693877551017,1.1162015826738858,2.0
0.4081632653061224,1.1207830070803833,2.0
0.44897959183673464,1.1236984589754269,2.0
0.4897959183673469,1.124947938359017,2.0
0.5306122448979591,1.1245314452311537,2.0
0.5714285714285714,1.1224489795918366,2.0
0.6122448979591836,1.1187005414410662,2.0
0.6530612244897959,1.1132861307788422,2.0
0.6938775510204082,1.1062057476051645,2.0
0.7346938775510203,1.0974593919200333,2.0
0.7755102040816326,1.0870470637234486,2.0
0.8163265306122448,1.0749687630154103,2.0
0.8571428571428571,1.0612244897959184,2.0
0.8979591836734693,1.045814244064973,2.0
0.9387755102040816,1.028738025822574,2.0
0.9795918367346939,1.0099958350687215,2.0
1.0204081632653061,0.9895876718034152,2.0
1.0612244897959182,0.9675135360266557,2.0
1.1020408163265305,0.9437734277384424,2.0
1.1428571428571428,0.9183673469387755,2.0
1.183673469387755,0.8912952936276551,2.0
1.2244897959183672,0.8625572678050814,2.0
1.2653061224489794,0.8321532694710538,2.0
1.3061224489795917,0.8000832986255728,2.0
1.346938775510204,0.7663473552686382,2.0
1.3877551020408163,0.7309454394002499,2.0
1.4285714285714284,0.6938775510204083,2.0
1.4693877551020407,0.655143690129113,2.0
1.510204081632653,0.6147438567263641,2.0
1.5510204081632653,0.5726780508121616,2.0
1.5918367346938773,0.5289462723865059,2.0
1.6326530612244896,0.4835485214493963,2.0
1.673469387755102,0.4364847980008332,2.0
1.7142857142857142,0.3877551020408164,2.0
1.7551020408163265,0.33735943356934617,2.0
1.7959183673469385,0.2852977925864226,2.0
1.8367346938775508,0.23157017909204525,2.0
1.8775510204081631,0.17617659308621425,2.0
1.9183673469387754,0.11911703456892975,2.0
1.9591836734693877,0.06039150354019163,2.0
2.0,0.0,2.0
0.0,1.0,3.0
0.061224489795918366,1.069554352353186,3.0
0.12244897959183673,1.1353602665556017,3.0
0.18367346938775508,1.197417742607247,3.0
0.24489795918367346,1.2557267805081216,3.0
0.30612244897959184,1.3102873802582258,3.0
0.36734693877551017,1.3610995418575593,3.0
0.42857142857142855,1.4081632653061225,3.0
0.4897959183673469,1.4514785506039152,3.0
0.5510204081632653,1.4910453977509373,3.0
0.6122448979591837,1.5268638067471887,3.0
0.673469387755102,1.5589337775926697,3.0
0.7346938775510203,1.5872553102873803,3.0
0.7959183673469388,1.6118284048313203,3.0
0.8571428571428571,1.6326530612244898,3.0
0.9183673469387755,1.649729279466889,3.0
0.9795918367346939,1.6630570595585172,3.0
1.0408163265306123,1.6726364014993753,3.0
1.1020408163265305,1.6784673052894628,3.0
1.163265306122449,1.6805497709287796,3.0
1.2244897959183674,1.6788837984173262,3.0
1.2857142857142856,1.6734693877551021,3.0
1.346938775510204,1.6643065389421074,3.0
1.4081632653061225,1.6513952519783424,3.0
1.4693877551020407,1.6347355268638069,3.0
1.530612244897959,1.6143273635985007,3.0
1.5918367346938775,1.590170762182424,3.0
1.653061224489796,1.5622657226155767,3.0
1.7142857142857142,1.5306122448979593,3.0
1.7755102040816326,1.495210329029571,3.0
1.836734693877551,1.4560599750104124,3.0
1.8979591836734693,1.4131611828404833,3.0
1.9591836734693877,1.3665139525197834,3.0
2.020408163265306,1.3161182840483134,3.0
2.0816326530612246,1.2619741774260724,3.0
2.142857142857143,1.2040816326530612,3.0
2.204081632653061,1.1424406497292798,3.0
2.2653061224489797,1.0770512286547271,3.0
2.326530612244898,1.0079133694294045,3.0
2.387755102040816,0.9350270720533115,3.0
2.4489795918367347,0.8583923365264473,3.0
2.510204081632653,0.7780091628488132,3.0
2.571428571428571,0.6938775510204085,3.0
2.63265306122449,0.6059975010412328,3.0
2.693877551020408,0.5143690129112872,3.0
2.7551020408163263,0.4189920866305711,3.0
2.816326530612245,0.31986672219908374,3.0
2.877551020408163,0.21699291961682665,3.0
2.9387755102040813,0.11037067888379903,3.0
3.0,0.0,3.0
